GAGE_ID,LAT,LONG,p_mean,pet_mean,geol_permeability,max_water_content,sand_frac,water_frac,lai_diff,gvf_max,gvf_diff,area,aridity,elev_mean,slope_mean,clay_frac,soil_depth_pelletier,frac_forest,lai_max,soil_conductivity
2111500,36.175,-81.16889,3.582835044,2.944953005,-14.1,0.576852583,33.97852904,0,4.055517871,0.881133067,0.399574813,233.66,0.82196165,454.02,35.95807,24.56627701,1.008547009,0.9831,4.929252382,1.134902291
2112120,36.25028,-81.04444,3.55881588,2.799707036,-14.1,0.532531855,37.30227299,0,4.013969246,0.87725931,0.394209014,322.27,0.78669623,460.03,35.93547,27.18854508,0.997942387,0.901,4.901811822,1.199579197
2112360,36.31139,-80.80722,3.440353183,2.860836838,-14.1,0.486764944,34.81569708,0,3.879999889,0.865150875,0.405740418,205.3,0.831553241,405.86,23.71832,25.40747629,1.006430868,0.8821,4.714337946,1.174436872
2118500,36.00056,-80.74556,3.497720739,2.854343244,-14.1,0.687391154,31.08817653,0,3.215588576,0.815122727,0.413595252,400.53,0.816058072,336.82,18.17467,37.94906447,1.043918919,0.7055,3.851401298,0.837893772
2125000,35.33472,-80.33556,3.233518138,3.078638125,-14.7769,0.459615502,15.91713369,0,2.434502369,0.765736272,0.334612455,144.55,0.952101703,190.23,9.32187,29.94673212,1.067873303,0.3877,3.137987266,0.647061355
2128000,35.38722,-79.83139,3.240676249,2.937678631,-14.2609,0.671788166,23.29652256,0,3.908706517,0.853154452,0.388510224,273.48,0.906501731,195.23,8.97028,31.72336363,1.056511057,0.8588,4.756605,0.77135393
2137727,35.68583,-82.06028,3.981318275,2.766277632,-14.1023,0.505794642,40.51863599,0,4.212248963,0.884545811,0.438529763,329.54,0.694814491,602.18,65.11037,21.07138874,1.041152263,0.9861,4.943858821,1.451356904
2140991,35.83361,-81.71194,3.727754962,2.768342533,-14.1,0.503033431,43.12959602,0,4.243498995,0.893465384,0.379211277,521.99,0.742629964,529.42,43.76522,17.77098709,1.054123711,0.9821,5.227392071,1.629636369
2143000,35.68444,-81.40333,3.704498289,2.917637673,-14.1,0.579157719,37.19059407,0,3.985765881,0.867145941,0.364828429,216.67,0.787593203,399.35,27.07084,26.04904151,1.075075075,0.6406,5.023998867,1.293600836
2143040,35.59069,-81.56704,4.045849418,2.81041833,-14.1,0.59705489,37.14739714,0,4.250103536,0.890847641,0.392197947,66.48,0.694642346,411.33,33.1444,23.65138488,1.029126214,0.9465,5.155148696,1.332735202
2149000,35.42345,-82.1115,3.821597536,2.994090582,-14.1,0.493341616,39.77790914,0,4.396564806,0.888101181,0.450501123,203.85,0.783465698,403.91,39.54624,24.86741636,1.056105611,0.9755,5.147331811,1.356642451
2152100,35.49306,-81.68222,3.773462012,3.109720698,-14.1,0.605982149,37.4979995,0,4.352141476,0.890226915,0.43646482,154.99,0.824102823,414.31,40.11642,23.75985195,1.055793991,0.9009,5.155632514,1.337161147
2177000,34.81398,-83.30599,5.374477755,2.811642245,-14.1,0.412019443,34.99093743,0,4.181156376,0.890163293,0.293348922,526.77,0.523147062,705.59,47.86459,16.02207185,1.003926702,0.9731,5.513680299,1.782854162
2178400,34.89037,-83.53044,5.213092402,2.812141424,-14.0994,0.482739388,37.23214705,0.000970395,4.200763548,0.892712955,0.435319538,151.28,0.539438246,797.91,59.8088,14.89543709,1.004444444,0.9777,4.961053056,2.008461761
2193340,33.68263,-82.85792,3.274065708,3.024702231,-14.1,0.662110099,36.62855749,0,3.431507507,0.829472556,0.273614244,87.87,0.923836752,167.93,7.49879,39.52009301,1.045454545,0.8688,4.679357557,0.955125163
2196000,33.7293,-82.18179,3.324466804,3.905832923,-14.0784,0.616410489,24.29309174,0,3.233098395,0.831350353,0.223176769,1408.38,1.174874996,142.19,7.2448,32.80729352,1.312935323,0.8727,4.767695046,0.756915954
2198100,32.93766,-81.81539,3.319218344,3.603220329,-15.2,0.600595336,63.44655471,0,1.901256965,0.705479114,0.279467906,79.49,1.085562911,83.45,5.25896,17.63044166,31.79130435,0.45,2.73026218,2.843564413
2202600,32.16798,-81.48817,3.341364819,3.165018754,-12.847,0.614374702,70.51918433,0,1.661038513,0.693048848,0.247333466,590.47,0.947223343,34.93,2.40016,13.78906056,46.93636364,0.6165,2.541874465,3.58344097
2212600,33.09985,-83.72351,3.37187269,4.017675181,-14.1,0.645228511,37.53400067,0,4.210959714,0.872863504,0.292669299,187.96,1.191526357,159.45,7.25507,35.60063209,1.058608059,0.927,5.511537954,1.049849061
2215100,32.23944,-83.50167,3.354398357,3.158701588,-12.5398,0.594117823,58.95765967,0,1.771367403,0.683435987,0.294625684,420.29,0.941659651,113.08,4.53352,24.39013595,1.18121911,0.1516,2.408897268,2.357210527
2216180,31.99139,-82.92194,3.409097878,3.189064093,-15.2,0.597164613,67.11956755,0,1.723158622,0.697486658,0.226169628,129.11,0.935456888,83.53,5.30253,15.34845268,31.67204301,0.4884,2.705547207,3.421475136
2221525,33.25236,-83.48128,3.359123888,3.142408871,-14.0988,0.652093259,39.32002472,0,3.46411945,0.820504722,0.305972713,490.8,0.935484661,176.01,7.55177,37.46438438,1.142454161,0.8252,4.545542703,1.072779382
2231000,30.35885,-82.0815,3.719431896,3.404872621,-13.0101,0.711252876,72.56257818,0.195359754,2.068181253,0.792546022,0.091897363,1748.37,0.91542814,38.71,2.187,7.058762218,48.93482528,0.9529,4.252831577,6.20428566
2231342,27.56865,-80.79617,3.783494867,3.498400397,-12.9854,0.644207422,90.28479553,0,1.049032533,0.609105743,0.161549277,111.56,0.924647851,21.9,0.94602,3.458829281,49.47744361,0.1387,1.945243224,8.218888476
2235200,28.87453,-81.48938,3.743501711,4.124212704,-13,0.751751673,77.35429046,3.958772316,1.547066805,0.663277916,0.132888639,297.7,1.101699163,26.25,3.67575,2.889196254,38.94334975,0.6142,2.871104714,9.654030195
2245500,29.97941,-81.85204,3.755990418,3.810222081,-13,0.684376076,85.97118173,0.568667113,1.6526266,0.719764868,0.096813256,348.43,1.014438712,41.45,4.14377,3.094583457,41.30246914,0.8235,3.573959828,8.878091482
2246000,30.1133,-81.90649,3.703221081,3.286835866,-13,0.637068281,86.42178481,1.367210092,1.73047141,0.718484472,0.109068052,451.06,0.88756134,34.57,4.00959,5.941599642,43.7016129,0.8293,3.419583349,6.669117296
2296500,27.37504,-81.79647,3.680246407,3.507997522,-11.431,0.663466686,86.16269701,0,1.107126725,0.631948091,0.156278122,886.4,0.953196372,31.23,1.71633,4.375340242,48.47626978,0.1676,2.05790351,7.735107127
2297155,27.48726,-82.02342,3.968116359,3.867191431,-13.0708,0.644991713,91.15885665,0,0.744267637,0.519045045,0.146520463,93.6,0.974566036,35.51,1.24624,3.442488779,49.76811594,0.1264,1.365274638,8.482495718
2297310,27.19949,-81.98842,3.841661875,4.042906749,-14.3133,0.648550668,88.97380843,0,0.995954079,0.597264561,0.156687964,528.38,1.052384848,25.71,1.18116,4.199625314,49.63823934,0.1446,1.797621609,7.863837634
2298123,27.052,-81.78453,3.684447639,3.525577604,-11.9556,0.680186582,84.68397734,0,0.883308803,0.604274339,0.149445478,540.65,0.956880909,21.75,0.82221,3.838623077,49.8744884,0.1369,1.756439776,8.276754015
2298608,27.34366,-82.15676,3.896312115,3.622557426,-13.0599,0.657508606,87.93244347,0,0.851039395,0.57474213,0.14517865,312.34,0.929740051,22.79,1.6186,3.747816772,49.40835267,0.0756,1.615076832,8.091362091
2299950,27.47365,-82.2112,3.962772074,3.522708309,-13,0.644984805,91.9758474,0,0.775332746,0.554884636,0.120149459,174.27,0.888950523,33.67,1.61485,3.006924872,49.35123967,0.0572,1.589649887,8.797910735
2300700,27.79197,-82.35204,3.89649692,4.353289665,-13.6311,0.679537494,87.13999325,0,0.723275919,0.545623032,0.134260037,73.84,1.117231645,25.46,2.88661,2.85597919,49.34745763,0.0836,1.412978642,9.047493153
2310947,28.31195,-82.05591,3.760804928,3.547327132,-11.1176,0.707562189,78.70130612,0.000593038,1.578137615,0.678994912,0.165802333,649.56,0.943236142,42.23,1.87911,5.415209339,36.29545455,0.3118,2.74560746,7.476985721
2312200,28.57277,-82.15536,3.593145791,3.78023447,-11.4552,0.643313414,84.89483748,0,1.708038611,0.696267406,0.172977903,413.48,1.052068213,34.11,1.64182,6.80893637,20.42812006,0.4082,2.934095562,6.48983093
2314500,30.68056,-82.56056,3.651924709,3.477918275,-11.7986,0.736503071,69.06050547,0,2.42066749,0.826093239,0.093829071,3322.15,0.95235213,42.05,1.56449,7.060898107,49.35549208,0.9741,4.758160594,6.244149799
2315500,30.32578,-82.73818,3.667278576,3.708536345,-12.269,0.713497755,71.20987167,0.156882262,2.400555376,0.82740955,0.088726278,6136.26,1.011250241,39.99,2.02123,7.50969086,49.48298899,0.9266,4.820207649,5.919934215
2324400,30.09827,-83.47181,3.851672827,3.816533183,-13,1.051980188,37.2207384,0,2.111419741,0.822475803,0.098681863,176.27,0.990876784,31.14,0.92155,1.846205681,49.29251701,0.8795,4.420334642,13.9556686
2327100,30.12937,-84.49435,4.168399726,3.268903765,-12.9641,0.851966462,63.36626382,0,2.185188466,0.857785189,0.077725469,271.12,0.784210723,25.14,1.56064,2.702809591,49.29928741,1,4.775805828,10.52404082
2342933,32.01766,-85.29577,3.814603696,3.275106338,-12.7573,0.610701364,57.65548779,0,3.514231749,0.83205251,0.256534854,290.1,0.858570536,127.7,7.99022,20.07146959,1.679706601,0.9083,4.917975385,2.480194072
2349900,32.19556,-83.90222,3.39147707,3.15703091,-12.2525,0.595234764,59.61530241,0,1.42550026,0.65556481,0.316528696,122.87,0.930871961,116.19,3.41104,23.92491891,1.205714286,0.0989,1.851928984,2.407363975
2350900,31.76444,-84.25333,3.635820671,3.156484257,-12.5837,0.599086314,64.54191974,0,2.264989101,0.728975209,0.258408939,1365.12,0.868162801,139.77,6.74759,18.61811524,1.196635121,0.3941,3.233226824,2.991529071
2361000,31.34295,-85.61049,3.958042437,3.290583162,-14.2703,0.613367057,63.35998752,0,2.133473151,0.718239357,0.272116451,1781.61,0.831366317,117.14,8.27039,18.42505777,3.890288501,0.4408,2.974113056,2.97038735
2363000,31.59489,-85.783,3.960396988,4.171311253,-13.169,0.597949805,58.04609929,0,2.76864162,0.774037909,0.283771537,1292.51,1.053255839,135.39,7.57689,16.70618395,3.628460687,0.635,3.791460863,2.624152502
2369800,31.02768,-86.70996,4.619824778,3.717416003,-13,0.627437047,57.30213408,0,2.656514136,0.834547531,0.119984863,227.51,0.804666017,72.29,4.2203,17.96615109,37.17445483,0.9643,4.785608549,2.85633803
2371500,31.5735,-86.25162,3.969983573,3.147583012,-13.1163,0.555049986,50.0424856,0,2.972156698,0.792318914,0.259565777,1292.79,0.792845349,125.86,7.42604,16.63241883,5.055681818,0.6862,4.165486374,2.110549983
2372250,31.59627,-86.40552,3.983117043,3.144459986,-12.9898,0.586147436,56.65548832,0,3.020283295,0.799280965,0.257429146,1145.22,0.789447047,122.94,7.29973,15.33582641,6.172392255,0.7608,4.244446673,2.547808131
2374500,31.4185,-86.98664,4.419623546,4.34898694,-13.6157,0.592751329,52.77085133,0,3.004795241,0.813844977,0.217179888,445.72,0.984017506,109.86,7.40892,22.09368106,5.423017107,0.949,4.454387808,2.090483937
2381600,34.57037,-84.46882,4.271549624,3.014246598,-14.1,0.201657795,16.84902551,0,4.248959042,0.87785527,0.428722597,10.32,0.705656463,512.02,35.2973,5.959835045,1,0.933,4.973831585,2.200041575
2384540,34.87202,-84.72133,4.927827515,2.785701697,-16.5,0.461982959,39.3736705,0,4.055053921,0.880692955,0.370491875,21.37,0.565300163,499.46,93.55977,14.85499058,0.970588235,0.96,4.973815848,1.769935931
2395120,34.24278,-84.88972,3.75370705,2.946942478,-13.7867,0.540577452,22.52293586,0,3.346845516,0.809084104,0.329762369,84.01,0.785075244,250.6,9.60933,34.53638349,1.072,0.7132,4.305971461,0.727133946
2408540,32.91679,-86.27025,4.065550992,3.135989418,-14.0771,0.447130459,25.82529466,0,3.900353322,0.851980157,0.361199652,682.41,0.771356558,242.26,15.57552,18.88085703,1.108606557,0.8204,4.870180524,1.17803914
2415000,33.06679,-85.87913,4.055130732,3.000595674,-14.0917,0.489776983,28.78416003,0,3.670962726,0.835316573,0.352650166,491.38,0.739950416,270.56,12.25237,20.85398467,1.101573677,0.9106,4.606813537,1.120367697
2422500,32.58291,-86.9036,3.998073922,3.080677084,-12.7146,0.501434709,35.77248286,0,3.112735765,0.800324253,0.31353383,527.55,0.770540301,144.84,11.05647,17.25629844,3.855123675,0.6695,4.081435214,1.611002227
2427250,31.99626,-87.06832,4.043415469,3.971580692,-13.6538,0.486196821,24.90271911,0,3.538943022,0.847363657,0.227583604,675.24,0.982234134,102.61,6.93052,25.13134015,2.046218487,0.9336,5.098580937,1.010541971
2430085,34.46667,-88.28361,4.232670773,2.947196263,-13,0.656567387,46.04384299,0,3.399985356,0.821247661,0.408144688,40.56,0.696297071,150.01,6.72984,22.22449518,1,0.8644,4.121815496,1.701511895
2430615,34.3925,-88.355,4.241219713,2.950509966,-13,0.657000007,46.19999999,0,3.881292804,0.856237811,0.384865656,28.71,0.695674868,132.82,6.11799,22.40000001,1.04,0.9889,4.771733194,1.702201549
2450250,34.28538,-87.39891,4.409545517,3.063882587,-14.6896,0.161365542,29.22051047,0,4.450965603,0.884999661,0.450258331,231.83,0.694829564,254.92,12.27321,9.194150422,1.039325843,0.8413,5.154884835,1.834904067
2464000,33.47928,-87.59723,4.272309377,3.002403272,-15.7248,0.322782379,18.68385699,0,3.692922856,0.850792032,0.34389815,578.94,0.702758861,143.69,9.66599,9.820494673,1.104441777,0.9846,4.709139973,1.278688208
2464146,33.41345,-87.51056,4.159726215,3.030128131,-14.2806,0.641319668,42.28760245,0,3.444333185,0.822112799,0.321957816,15.82,0.728444127,140.81,9.04939,18.96719432,1,0.9571,4.46645082,1.606437692
2464360,33.42484,-87.64251,4.098058864,3.162128186,-13.8919,0.655908724,44.55379303,0,3.692643078,0.839518669,0.366609003,148.62,0.771616097,114.12,8.63619,22.57872418,1.090909091,0.9717,4.548106155,1.619834931
2465493,32.99735,-87.62223,4.043492129,3.589870171,-12.5809,0.666774035,44.0865769,0,3.83426554,0.852160412,0.299785587,83.42,0.887814309,101.5,9.53966,22.78677779,3.962406015,0.8617,5.054573017,1.592595526
2469800,31.74432,-88.02251,4.096008214,3.282875811,-13.3145,0.639605061,45.67962746,0,3.223984825,0.836938128,0.211624943,422.68,0.801481745,78.13,9.86442,23.0825756,4.570234114,0.9839,4.824391033,1.563692401
2472000,31.70694,-89.40694,4.158402464,3.167661807,-12.0405,0.645530193,37.81467283,0,3.299962448,0.829551427,0.214407129,1927.13,0.761749695,123.24,6.76654,29.05431532,12.31992551,0.6696,4.809203602,1.023221933
2472500,31.42583,-89.41472,4.256157426,3.618459589,-11.9951,0.6401081,45.17049635,0,2.844381795,0.799800931,0.190561794,789.94,0.850170524,113.73,6.76541,21.23606964,31.32616487,0.5865,4.352769115,1.600959968
2479155,31.02528,-89.01667,4.428888433,3.200477591,-11.6529,0.612612117,58.73141097,0,2.573583865,0.847353247,0.149711142,137.28,0.722636761,70.21,6.65609,16.41706269,29.40909091,0.9355,4.512585309,2.725338408
2479300,30.73611,-88.78111,4.618568104,3.213012129,-12.4162,0.617727034,51.61955518,0.194983538,2.770273658,0.812993083,0.148993865,1144.2,0.695672783,65.19,5.84957,17.83065318,34.92307692,0.8895,4.636248854,2.040442244
2479560,30.80908,-88.45863,4.649990418,3.185097139,-12.3745,0.626086381,54.73792918,0,2.670800374,0.803758745,0.15662867,1454.33,0.684968538,64.68,6.14661,16.87273044,30.44175716,0.8849,4.447172661,2.298826722
2481000,30.55861,-89.12194,4.79164271,3.215610226,-12.2024,0.633603432,46.62807695,0,2.705291702,0.815379378,0.135148908,249.23,0.671087228,51.66,5.61014,20.12569187,34.84571429,0.8845,4.726483086,1.721022518
2481510,30.48361,-89.27444,4.620825462,3.216086872,-11.8855,0.614773589,50.96518403,0,2.863410063,0.818000908,0.146005154,800.66,0.695998345,64,5.13464,18.66310532,31.48303571,0.7816,4.813893141,2.024691151
3010655,41.96173,-78.19807,3.284587269,2.261308871,-15.1986,0.622442372,31.98371795,0,4.387368597,0.887087718,0.525444264,254.44,0.688460584,635.06,32.95227,15.89401687,1.162227603,0.9918,4.949541833,1.261161818
3011800,41.76645,-78.71864,3.589425051,2.253249788,-13.1728,0.631435227,42.00856036,0,4.461639902,0.885626193,0.526677053,100.1,0.627746716,628.71,19.77674,17.62111248,1.012048193,1,4.996740382,1.649317959
3015500,41.85256,-79.31727,3.599088296,2.261299151,-15.466,0.653835238,31.99168628,0,3.870804764,0.86218405,0.499168418,784.85,0.62829777,492.56,22.04748,14.95230985,6.969742814,0.9837,4.436187979,1.238389377
3021350,42.01533,-79.78255,3.685735797,2.26540564,-16.3597,0.637300868,22.87550548,0,3.300108915,0.840787111,0.497150507,239.67,0.614641354,485.4,20.02559,13.88477306,9.968137255,0.9747,3.86E+00,0.9929631
3026500,41.63117,-78.57669,3.539561944,2.262476523,-14.1475,0.630960822,42.09585503,0,4.376250098,0.876862318,0.531145729,20.31,0.639196759,577.23,15.82974,17.64662136,1,1,4.893292918,1.652705529
3028000,41.57534,-78.69225,3.464323066,2.263054702,-13.925,0.634211915,41.51788284,0,4.499303688,0.890177384,0.518974942,161.11,0.65324586,569.02,18.29113,17.46600505,1,0.9796,5.07509908,1.631577472
3049000,40.7159,-79.69949,3.292454483,2.379358042,-15.1617,0.388102621,31.58454024,0,3.396324222,0.816114906,0.484312861,357.15,0.722669988,365.27,16.00521,19.73409573,1.061946903,0.7165,3.916575762,1.159356802
3049800,40.52035,-79.93811,3.027023956,2.432800972,-16.0333,0.359572903,27.2736827,0,4.207851206,0.864868499,0.467993491,14.89,0.803693994,296.6,21.30523,19.39595361,1,0.2546,4.79489765,1.039233656
3050000,38.80927,-79.88173,3.873125257,2.480649706,-14.9513,0.404412401,26.73643011,0,4.148054481,0.888988997,0.52888913,487.29,0.640477532,998.82,65.76346,19.00221697,1.535666218,0.9766,4.709332378,0.993714773
3066000,39.12705,-79.46838,4.160377823,2.450006762,-14.2876,0.505817913,29.1039198,0,3.622442701,0.831258391,0.478638114,222.79,0.588890449,1072.01,68.69899,19.85206025,1.315340909,0.9532,4.164525274,1.100989234
3069500,39.12288,-79.68117,4.073518138,2.446327611,-14.8012,0.407023627,27.92275461,0,4.12217043,0.875594119,0.491650008,1856.85,0.60054418,961.46,63.79304,17.65308461,1.07180757,0.9408,4.725590864,1.105582964
3070500,39.61564,-79.70477,3.700212183,2.434851841,-15.2815,0.442105839,34.60144908,0,3.932568873,0.857381159,0.494335265,517.38,0.658030329,599.73,30.19392,19.18524605,1.133084577,0.717,4.494153301,1.242673233
3076600,39.65614,-79.39411,3.653686516,2.439226982,-14.6633,0.356191759,32.35861651,0,3.548898739,0.834435143,0.47465835,127.4,0.667607079,795.46,21.46688,13.97889917,1.024390244,0.8242,4.118444508,1.475304177
3078000,39.70219,-79.13639,3.509216975,2.437363244,-15.9667,0.406716284,43.03544419,0,3.432616299,0.825048498,0.470167107,161.48,0.694560428,767.06,30.57341,17.2810082,1.135135135,0.8405,3.958385476,1.689120053
3140000,40.36285,-81.86236,2.913078713,2.442680712,-16.5,0.659264152,17.96789332,0,2.234468736,0.752420203,0.44417857,70.35,0.838522042,287.7,15.82284,23.55240727,1,0.7138,2.638644211,0.753457414
3144000,40.13257,-82.14792,2.994622861,2.452515441,-16.1342,0.691078368,22.55298775,0,3.289218744,0.812413931,0.476085967,363.41,0.818973058,292.28,13.11071,20.2074696,11.22608696,0.7303,3.781630712,0.882060331
3159540,39.06369,-81.8818,3.145720739,2.515919603,-16.5,0.72556123,11.41789332,0,4.207540911,0.866127483,0.509861586,400.85,0.799791149,232.8,10.08158,35.23340576,1.14516129,0.8237,4.730818305,0.524550702
3161000,36.39333,-81.40694,4.047199179,2.698452526,-14.1,0.625920209,41.24064047,0,3.955773648,0.859075183,0.414407152,527.86,0.666745669,834.21,57.20214,20.66459108,1.089058524,0.9955,4.757193102,1.431717355
3164000,36.64735,-80.97897,3.740510609,2.668293854,-14.0123,0.610181699,40.98691384,0,3.809423087,0.85271197,0.411461621,2952.74,0.713350163,766.6,45.80251,21.52675625,1.044690164,0.9348,4.622543234,1.399941418
3165000,36.64596,-80.91924,3.671501711,2.665428255,-14.8399,0.571359254,35.53060399,0,3.506695194,0.839049846,0.364866875,102,0.725977669,707.63,45.4663,22.99219157,1.027932961,0.8448,4.525085528,1.155308859
3170000,37.03763,-80.55672,3.322125941,2.816773402,-14.3792,0.60834043,41.39544979,0,3.757403428,0.8461966,0.401959394,794.64,0.847882787,713.74,32.96335,24.48219794,1.037005887,0.8847,4.606490822,1.347684261
3173000,37.26818,-80.70951,3.022851472,2.633029637,-15.3197,0.536989655,32.34544736,0,3.934736732,0.85778837,0.444476012,773.32,0.871041684,750.95,46.98351,26.87870275,0.996518712,0.8116,4.598903073,0.965103537
3180500,38.54373,-79.83312,3.782822724,2.486055633,-15.1304,0.374641603,29.16777542,0,4.182942069,0.878130319,0.514514735,345.06,0.657195913,1057.03,44.26244,16.30397892,1.054104478,0.9877,4.72048947,1.150848005
3182500,38.18595,-80.13062,3.55233128,2.51935243,-14.9304,0.385822585,30.03537253,0,4.16475596,0.874162207,0.48408969,1364.97,0.709211003,934.51,59.7077,16.89598847,1.121256039,0.9922,4.78690397,1.169191412
3186500,38.379,-80.48397,4.142934976,2.514984887,-15.2,0.410939534,26.75619116,0,4.065811333,0.882180359,0.495645998,329.68,0.607053913,1057.61,61.17799,20.32589915,1.00589391,0.9927,4.672251717,0.968863082
3187500,38.29539,-80.52648,4.134422998,2.521012019,-15.1617,0.377565787,30.90293034,0,4.00914136,0.877274804,0.474609118,207.41,0.609761512,1061.95,60.18061,16.42975406,1.012461059,0.9918,4.649928097,1.166298543
3213700,37.67316,-82.28014,3.475412731,2.612382957,-15.4761,0.428669273,39.53702166,0,4.524570597,0.880496661,0.550141115,2425.06,0.751675602,611.92,37.9826,17.4316345,1.023604554,0.9792,5.006928751,1.56730564
3237280,38.64369,-83.21574,3.528353183,2.554847242,-16.4139,0.704000007,15.93333333,0,4.57739737,0.885411083,0.542140307,32.95,0.724090563,248.51,31.52585,22.00000001,1.203389831,0.9863,5.070914816,0.728704098
3237500,38.80368,-83.42102,3.226532512,2.552859192,-15.4558,0.586385256,14.54224207,0,2.569785494,0.7611211,0.444266573,1003.21,0.791208265,272.36,14.22302,30.80677874,4.26030085,0.5206,2.996646651,0.599793128
3238500,38.85813,-83.92854,3.252699521,2.556092594,-14.9187,0.707802624,15.96061589,0,1.786602285,0.706147831,0.431456004,568.5,0.785837295,285.37,7.5191,29.84210841,41.91829689,0.1747,2.106328178,0.642920928
3241500,39.72284,-83.88271,3.070156057,2.511801875,-12.4039,0.668518615,31.59433843,0,2.039246502,0.724295805,0.546764386,170.91,0.818134918,319.84,3.27837,25.59870832,43.91304348,0.0257,2.243243509,1.004989671
3280700,37.16509,-83.30796,3.99057358,2.730696605,-15.4907,0.471000007,27.2,0,4.668888312,0.885982378,0.546180042,158.22,0.684286745,540.37,28.95669,23.9,0.991735537,0.991,5.165211252,0.97357721
3281100,37.15203,-83.7602,3.816214921,2.687047077,-16.2624,0.477819714,20.80104387,0,4.683728194,0.890293526,0.546726722,422.72,0.704113142,403.43,22.48228,26.90751843,1.071428571,0.9463,5.181868539,0.760303762
3281500,37.47981,-83.67519,3.801241615,2.671624189,-16.1537,0.477285125,24.9496483,0,4.700807553,0.89217853,0.544715297,1838.22,0.702829354,376.49,21.8686,24.93625335,1.094104724,0.9654,5.204473621,0.887002972
3285000,37.64202,-84.66078,3.533520876,2.706649651,-13.9498,0.469575009,14.35619928,0,2.707641459,0.768747377,0.408865305,822.34,0.765992263,323.6,12.08007,32.23532536,1.171405361,0.5302,3.26432529,0.586461057
3291780,38.87811,-85.25718,3.624016427,2.584250048,-11.8,0.582331822,16.14703133,0,2.534873423,0.77557983,0.479546155,71.41,0.713090048,249.83,14.47984,28.73220659,23.68141593,0.7056,2.905645179,0.650205789
3300400,37.83284,-85.29607,3.457906913,2.700828912,-15.5792,0.372513747,8.183858245,0,2.664235959,0.765662216,0.411730711,1128.58,0.781058883,254.43,9.33197,33.88757839,1.228267297,0.4901,3.208154088,0.450375911
3338780,40.26531,-87.6428,2.915939767,2.481241944,-15.1955,0.662617876,19.20560905,0,2.457167683,0.768584441,0.639405275,691.56,0.850923593,213.25,3.19469,28.00808479,48.05648148,0.0378,2.590649897,0.686661753
3340800,39.81255,-86.9539,3.117180014,2.512693785,-16.4173,0.652558384,25.09505022,0,2.115905892,0.727558093,0.544287111,357.65,0.80607914,268.15,4.37041,24.26656541,45.72438163,0.2735,2.327399436,0.871241199
3346000,39.01004,-87.94559,3.133143053,2.602188802,-13.8606,0.702425524,17.95178336,0,1.830787504,0.690632742,0.486963569,814.69,0.830536225,173.5,2.57944,23.71375063,45.81185771,0.0951,2.04947295,0.736495043
3357350,39.76171,-86.72945,3.220156057,2.529923217,-16.1169,0.672371822,28.80686179,0,2.015000604,0.734549613,0.496755226,7.75,0.785652363,258.64,5.84999,25.53064926,41.02222222,0.4476,2.291330926,0.964496914
3364500,39.27477,-85.70165,3.348644764,2.53998794,-11.8,0.669785478,27.18381751,0,1.915885298,0.702462627,0.50547269,237.09,0.75851221,274.58,3.79613,25.78158169,48.44587629,0.2772,2.147986782,0.923553371
3366500,38.80422,-85.67386,3.615696099,2.591121602,-12.4703,0.700511318,20.66528239,0,2.679446515,0.778942167,0.483568404,755.22,0.716631468,240.19,8.50477,26.05241655,36.62768702,0.5748,3.055102015,0.779313226
3368000,39.07033,-85.48608,3.508962355,2.566777714,-11.8,0.700823084,21.01718051,0,2.546393355,0.784873594,0.500461708,29.72,0.73149195,264.12,4.26263,26.83666763,39.07272727,0.6327,2.88044915,0.778451246
3384450,37.47227,-88.54727,3.669481177,2.73193681,-15.2,0.706000007,18.26666663,0,4.447091321,0.878818388,0.484392139,111.13,0.7445022,166.37,16.36598,21.66666669,1.122093023,0.913,5.043004677,0.770508005
3439000,35.14333,-82.82472,5.56067488,2.719387447,-14.1,0.554687517,43.55943889,0,4.176766195,0.882489603,0.420307201,178.67,0.489039101,863.18,63.23118,20.49804424,1.015384615,0.9948,4.922214604,1.619740575
3450000,35.65306,-82.40528,4.094606434,2.709808008,-14.1,0.630000006,48.3348499,0,4.103017478,0.865358502,0.455221735,14.08,0.661799382,891.9,105.59692,18.86472439,0.954545455,0.9721,4.721288073,1.950448226
3455500,35.39611,-82.9375,5.800580424,3.423765366,-14.1,0.630000006,50.53254778,0,3.757474765,0.855383703,0.43005177,72.95,0.590245306,1326.82,91.67733,16.05012883,0.981481481,0.9922,4.431938739,2.132542719
3456500,35.46167,-82.86972,4.787383984,2.766305476,-14.1,0.63205515,48.91182516,0,3.826176168,0.864215151,0.442410153,133.43,0.577832379,1162.13,99.95219,18.33361219,0.995121951,0.9658,4.483466875,1.969602632
3460000,35.6675,-83.07361,4.471080082,2.652780712,-13.8009,0.496916615,38.00570227,0,3.787777056,0.865025041,0.415000635,127.02,0.593319883,1254.53,116.23587,12.97858073,0.989528796,0.9933,4.524984438,2.044989309
3463300,35.83151,-82.18429,4.56529911,3.054203874,-14.1,0.633913512,48.50281156,0,3.809353881,0.878203045,0.402684599,112.16,0.669004111,1025.66,112.34116,19.17386842,0.994117647,1,4.621920467,1.914831737
3471500,36.76039,-81.63123,3.412537988,2.603604107,-13.5244,0.554550031,33.53653336,0,3.986934352,0.864491185,0.465434451,198.16,0.762952417,1023.62,69.46205,24.2565826,1.023255814,0.8219,4.603307104,1.07247376
